ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	GoodBye.ACC	GoodBye.CRESP	GoodBye.DurationError	GoodBye.OnsetDelay	GoodBye.OnsetTime	GoodBye.OnsetToOnsetTime	GoodBye.RESP	GoodBye.RT	GoodBye.RTTime	Group	Instructions.ACC	Instructions.CRESP	Instructions.DurationError	Instructions.OnsetDelay	Instructions.OnsetTime	Instructions.OnsetToOnsetTime	Instructions.RESP	Instructions.RT	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Trigger.DurationError	Trigger.OffsetTime	Trigger.OnsetDelay	Trigger.OnsetTime	Trigger.OnsetToOnsetTime	Block	BlockList	BlockList.Cycle	BlockList.Sample	PracticeMode	Procedure[Block]	Running[Block]	Trial	ConditionNumber	CorrectAnswer	CuePositionY	CuePositionY2	DurationOfFixation	DurationOfTarget	FlankerType	IntervalBetweenCueAndTarget	PracSlideFixationEnd.DurationError	PracSlideFixationEnd.OnsetDelay	PracSlideFixationEnd.OnsetTime	PracSlideFixationEnd.OnsetToOnsetTime	PracSlideFixationStart.DurationError	PracSlideFixationStart.OnsetDelay	PracSlideFixationStart.OnsetTime	PracSlideFixationStart.OnsetToOnsetTime	PracSlideTarget.ACC	PracSlideTarget.CRESP	PracSlideTarget.DurationError	PracSlideTarget.OnsetDelay	PracSlideTarget.OnsetTime	PracSlideTarget.OnsetToOnsetTime	PracSlideTarget.RESP	PracSlideTarget.RT	PracSlideTarget.RTTime	PracSlideTarget.Tag	Procedure[Trial]	Running[Trial]	sound	TargetDirection	TargetFilePath	TargetImage	TargetPosition	TargetType	TrialList	TrialList.Cycle	TrialList.Sample	TrialNumber	WarningType
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	2	2	1	2	?	BlockProc	BlockList	14	2	2	-140	-140	628	1000	incongruent	450	-36	36	243123	0	-1	1	240106	0	1	2	-999999	11	241606	0	2	482	242088		PracTrialProc	TrialList	?	right	stimuli\	llrll	480	up	4	2	62	4	no
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	2	2	1	2	?	BlockProc	BlockList	15	8	1	540	-140	325	1000	incongruent	450	-40	40	247039	0	-8	8	243723	0	1	1	-999999	10	245573	0	1	427	246000		PracTrialProc	TrialList	?	left	stimuli\	rrlrr	480	up	15	2	63	15	center
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	2	2	1	2	?	BlockProc	BlockList	16	9	2	540	-140	669	1000	neutral	450	-34	34	250289	0	-15	15	247339	0	1	2	-999999	1	248806	0	2	450	249256		PracTrialProc	TrialList	?	right	stimuli\	ooroo	480	up	18	2	64	18	center
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	2	2	1	2	?	BlockProc	BlockList	17	22	2	600	-140	83	1000	congruent	450	0	42	254489	0	-15	15	250939	0	1	2	-999999	7	253039	0	2	409	253448		PracTrialProc	TrialList	?	right	stimuli\	rrrrr	600	down	44	2	65	44	down
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	2	2	1	2	?	BlockProc	BlockList	18	7	1	540	-140	542	1000	congruent	450	-31	31	257622	0	-9	9	254539	0	1	1	-999999	4	256072	0	1	520	256592		PracTrialProc	TrialList	?	left	stimuli\	lllll	480	up	13	2	66	13	center
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	2	2	1	2	?	BlockProc	BlockList	19	12	1	540	-140	362	1000	neutral	450	-39	39	261422	0	-6	6	258139	0	1	1	-999999	13	260005	0	1	379	260384		PracTrialProc	TrialList	?	left	stimuli\	ooloo	600	down	23	2	67	23	center
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	2	2	1	2	?	BlockProc	BlockList	20	1	2	-140	-140	851	1000	congruent	450	-36	36	264539	0	-10	10	261755	0	1	2	-999999	10	262989	0	2	515	263504		PracTrialProc	TrialList	?	right	stimuli\	rrrrr	480	up	2	2	68	2	no
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	2	2	1	2	?	BlockProc	BlockList	21	6	2	-140	-140	903	1000	neutral	450	-42	42	268105	0	-1	1	265355	650	1	2	-999999	13	266605	0	2	459	267064		PracTrialProc	TrialList	?	right	stimuli\	ooroo	600	down	12	2	69	12	no
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	2	2	1	2	?	BlockProc	BlockList	22	1	1	-140	-140	712	1000	congruent	450	-33	33	271888	0	-6	6	268972	0	1	1	-999999	2	270388	0	1	468	270856		PracTrialProc	TrialList	?	left	stimuli\	lllll	480	up	1	2	70	1	no
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	2	2	1	2	?	BlockProc	BlockList	23	19	2	480	-140	1193	1000	congruent	450	-38	38	275021	0	-5	5	272572	0	1	2	-999999	9	273588	0	2	395	273983		PracTrialProc	TrialList	?	right	stimuli\	rrrrr	480	up	38	2	71	38	up
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	2	2	1	2	?	BlockProc	BlockList	24	7	2	540	-140	984	1000	congruent	450	-39	39	278838	0	-12	12	276188	633	1	2	-999999	7	277421	0	2	378	277799		PracTrialProc	TrialList	?	right	stimuli\	rrrrr	480	up	14	2	72	14	center
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	2	2	1	2	?	BlockProc	BlockList	25	15	1	480	600	651	1000	neutral	450	-37	37	282771	0	-5	5	279788	0	1	1	-999999	3	281338	0	1	397	281735		PracTrialProc	TrialList	?	left	stimuli\	ooloo	480	up	29	2	73	29	double
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	2	2	1	2	?	BlockProc	BlockList	26	18	1	600	480	-234	1000	neutral	450	334	36	287254	0	-3	3	283388	0	0	1	-2	2	285221	1000		0	0		PracTrialProc	TrialList	?	left	stimuli\	ooloo	600	down	35	2	74	35	double
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	2	2	1	2	?	BlockProc	BlockList	27	12	2	540	-140	1051	1000	neutral	450	-37	37	289571	0	-304	304	287288	0	1	2	-999999	2	288088	0	2	447	288535		PracTrialProc	TrialList	?	right	stimuli\	ooroo	600	down	24	2	75	24	center
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	2	2	1	2	?	BlockProc	BlockList	28	24	1	600	-140	1048	1000	neutral	450	-38	38	293188	0	-2	2	290587	0	1	1	-999999	14	291671	0	1	480	292151		PracTrialProc	TrialList	?	left	stimuli\	ooloo	600	down	47	2	76	47	down
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	2	2	1	2	?	BlockProc	BlockList	29	8	2	540	-140	693	1000	incongruent	450	-27	27	297137	0	-6	6	294204	0	1	2	-999999	6	295671	0	2	440	296111		PracTrialProc	TrialList	?	right	stimuli\	llrll	480	up	16	2	77	16	center
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	2	2	1	2	?	BlockProc	BlockList	30	17	2	600	480	107	1000	incongruent	450	-7	35	301337	0	-1	1	297804	0	1	2	-999999	7	299720	0	2	583	300303		PracTrialProc	TrialList	?	right	stimuli\	llrll	600	down	34	2	78	34	double
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	2	2	1	2	?	BlockProc	BlockList	31	3	2	-140	-140	108	1000	neutral	450	-8	35	304937	0	-11	11	301420	0	1	2	-999999	2	303454	0	2	449	303903		PracTrialProc	TrialList	?	right	stimuli\	ooroo	480	up	6	2	79	6	no
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	2	2	1	2	?	BlockProc	BlockList	32	23	1	600	-140	291	1000	incongruent	450	-36	36	308370	0	-10	10	305020	0	1	1	-999999	16	306987	0	1	348	307335		PracTrialProc	TrialList	?	left	stimuli\	rrlrr	600	down	45	2	80	45	down
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	2	2	1	2	?	BlockProc	BlockList	33	4	1	-140	-140	648	1000	congruent	450	-30	30	311620	0	-12	12	308637	0	1	1	-999999	14	310187	0	1	404	310591		PracTrialProc	TrialList	?	left	stimuli\	lllll	600	down	7	2	81	7	no
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	2	2	1	2	?	BlockProc	BlockList	34	17	1	600	480	703	1000	incongruent	450	-36	36	315170	0	-15	15	312253	0	1	1	-999999	0	313653	0	1	482	314135		PracTrialProc	TrialList	?	left	stimuli\	rrlrr	600	down	33	2	82	33	double
ANT_fMRI_Run1	1	1	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">3312675</Frequency><Timestamp dt:dt="r8">54156963611</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2017-05-20T05:19:03Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	ANT_fMRI_Run1-1-1	60.003	1.0.0.84	0		-999999	6	366317	0	{ENTER}	6118	372435	1	0		-999999	87	3583	0	1	1435	-1676938189	Professional	2.0.10.356	2.0.10.356	05-20-2017	2017/5/20 5:19:04	13:19:04	2.0.10.252	-999999	12082	49	5067	0	2	2	1	2	?	BlockProc	BlockList	35	22	1	600	-140	1188	1000	congruent	450	-32	32	318286	0	-16	16	315853	0	1	1	-999999	6	316920	0	1	335	317255		PracTrialProc	TrialList	?	left	stimuli\	lllll	600	down	43	2	83	43	down
